Category,Question,1,2,3,4,Answer,Explanation,Trial,Subcategory,Image,ID
Biology,What is the mixture of Glycoproteins that protects the oocyte?,Corona Radiata,Spermatozoa,Zona Pellucida,Zona Radiata,3,"The ova are produced by the follicles, the uterus is where the fetus will be kept, the vaginal canal is the location where sperm will first travel and then go to the Fallopian tube for fertilization. Within the oocyte, the zona pellucida is a glycoprotein-complex that is responsible for protecting the oocyte. ",No,Reproduction and Development,P58,A964
Biology,Which is NOT a physical/physiological change due to menopause.,Flushing,Headaches,Hot flashes,Decrease in FSH/LH levels,4,"Menopause causes multiple symptoms and effects both on the body and specifically on the hormones. Flushing, headaches, and hot flashes are call considered changes. However, a decrease in FSH is not seen and it will actually most likely be increased.",No,Reproduction and Development,,A965
Biology,Where are sperm stored prior to ejaculation?,Deep within the testes,Epididymis,Vas deferens,Seminal vesicles,2,Spermatogenesis occurs within the semniferous tubules while the sperm is stored with the epididymis.,No,Reproduction and Development,,A966
Biology,"When the sperm penetrates the ovum, what type of ions are released?",Sodium,Potassium,Calcium,Cloride,3,"Spermatogenesis occurs within the semniferous tubules while the sperm is stored with the epididymis. Once the sperm penetrates the ovum, calcium is released in something called the ""cortical reaction"" to discourage polyspermy.",No,Reproduction and Development,,A967
Biology,Fraternal twins are considered...,Haploid,Dizygotic,Monozygotic,Bizygotic,2,They are considered monozygotic because they came from one zygote and share 100% of the DNA. Fraternal twins are dizygotic because they came from two zygotes and share 50% of their DNA.,No,Reproduction and Development,,A968
Biology,Identical twins are considered...,Monoploid,Dizygotic,Monozygotic,Haplozygotic,3,They are considered monozygotic because they came from one zygote and share 100% of the DNA. Fraternal twins are dizygotic because they came from two zygotes and share 50% of their DNA.,No,Reproduction and Development,,A969
Biology,The zygote becomes an embryo after how many divisions?,8,1,2,4,2,The zygote is considered an embryo after a single cellular division event.,No,Reproduction and Development,,A970
Biology,What is the difference between a zygote and an embryo?,Uni vs multicellular,Position in the uterus,Fertilization,Time in uterus,1,A zygote becomes an embryo when it begins to divide.,No,Reproduction and Development,,A971
Biology,What creates the interface between maternal and fetal blood?,Yolk sac,Allantois,Blastocoel,Chorionic villi,4,The chorionic villi are responsible for transfering blood between the mothers blood supply and the fetal blood supply.,No,Reproduction and Development,,A972
Biology,What type of stem cell is able to differentiate into all cell types?,Totipotent,Pluripotent,Multipotent,Monopotent,1,"There are many types of stem cells that the body utilizes. Totipotent stem cells can differentiate into anything, pluripotent stem cells can differentiate into the three germ layers, and multipotent stem cells can differentiate into anything within a specific subset (myeloid and lymphoid progenitors, for example).",No,Reproduction and Development,,A973
Biology,What type of stem cell is able to differentiate into the three types of germ layer cells?,Totipotent,Pluripotent,Multipotent,Monopotent,2,"There are many types of stem cells that the body utilizes. Totipotent stem cells can differentiate into anything, pluripotent stem cells can differentiate into the three germ layers, and multipotent stem cells can differentiate into anything within a specific subset (myeloid and lymphoid progenitors, for example).",No,Reproduction and Development,,A974
Biology,What type of stem cell is able to differentiate into a specific subset of cells?,Totipotent,Pluripotent,Multipotent,Monopotent,3,"There are many types of stem cells that the body utilizes. Totipotent stem cells can differentiate into anything, pluripotent stem cells can differentiate into the three germ layers, and multipotent stem cells can differentiate into anything within a specific subset (myeloid and lymphoid progenitors, for example).",No,Reproduction and Development,,A975
Biology,What type of signal acts on the same sell that released it?,Autocrine,Paracrine,Juxtracrine,Endocrine,1,There are many different types of signalling cascades or transmission types that cells can use. Autocrine is when the cell releases a signal that acts on itself. Paracrine is when the cell releass a signal that acts in the local area. Juxtacrine is when a cell directly attaches to another or releases the chemical directly on it. Endocrine is when the signal is released in the bloodstream to go to tissues that are far away.,No,Reproduction and Development,,A976
Biology,What type of signal acts on cells in the local area?,Autocrine,Paracrine,Juxtracrine,Endocrine,2,There are many different types of signalling cascades or transmission types that cells can use. Autocrine is when the cell releases a signal that acts on itself. Paracrine is when the cell releass a signal that acts in the local area. Juxtacrine is when a cell directly attaches to another or releases the chemical directly on it. Endocrine is when the signal is released in the bloodstream to go to tissues that are far away.,No,Reproduction and Development,,A977
Biology,What type of signal acts on adjacent cells through direct stimulation?,Autocrine,Paracrine,Juxtracrine,Endocrine,3,There are many different types of signalling cascades or transmission types that cells can use. Autocrine is when the cell releases a signal that acts on itself. Paracrine is when the cell releass a signal that acts in the local area. Juxtacrine is when a cell directly attaches to another or releases the chemical directly on it. Endocrine is when the signal is released in the bloodstream to go to tissues that are far away.,No,Reproduction and Development,,A978
Biology,What type of signal acts on the distant tissues?,Autocrine,Paracrine,Juxtracrine,Endocrine,4,There are many different types of signalling cascades or transmission types that cells can use. Autocrine is when the cell releases a signal that acts on itself. Paracrine is when the cell releass a signal that acts in the local area. Juxtacrine is when a cell directly attaches to another or releases the chemical directly on it. Endocrine is when the signal is released in the bloodstream to go to tissues that are far away.,No,Reproduction and Development,,A979
Biology,In what trimester does organogenesis occur?,1st,2nd,3rd,At birth,1,"The trimesters mark significant events that occur during gestation. Organogenesis occurs during the first trimester, the face becomes human during the second trimester, and there is a transfer of antibodies to the fetus that occurs during the third trimester.",No,Reproduction and Development,,A980
Biology,In what trimester does the face become distinctly human and movement begin?,1st,2nd,3rd,At birth,2,"The trimesters mark significant events that occur during gestation. Organogenesis occurs during the first trimester, the face becomes human during the second trimester, and there is a transfer of antibodies to the fetus that occurs during the third trimester.",No,Reproduction and Development,,A981
Biology,In what trimester is there a transfer of antibodies to the fetus?,1st,2nd,3rd,At birth,3,"The trimesters mark significant events that occur during gestation. Organogenesis occurs during the first trimester, the face becomes human during the second trimester, and there is a transfer of antibodies to the fetus that occurs during the third trimester.",No,Reproduction and Development,,A982
Biology,"What type of cells nourish neurons, and form the blood brain barrier?",Neurons,Astrocytes,Ependymal cells,Microglia,2,"In the nervous system, there are supporting cells called glial cells that help provide necessary help to the neurons. The astrocytes help nourish the neurons as well as constitute the blood brain barrier, the ependymal cells line the ventricles of the brain and produce CSF, and microglia act as the macrophages of the CNS. Moreover, the Schwann cells form myelin in the PNS while the oligodendrocytes form the myelin found in the brain.",No,Nervous System,,A983
Biology,What type of cells line the ventricles of the brain and produce CSF?,Neurons,Astrocytes,Ependymal cells,Microglia,3,"In the nervous system, there are supporting cells called glial cells that help provide necessary help to the neurons. The astrocytes help nourish the neurons as well as constitute the blood brain barrier, the ependymal cells line the ventricles of the brain and produce CSF, and microglia act as the macrophages of the CNS. Moreover, the Schwann cells form myelin in the PNS while the oligodendrocytes form the myelin found in the brain.",No,Nervous System,,A984
