Category,Question,1,2,Answer,Explanation,Trial,Subcategory,Image,ID
Biochemistry,ATP is an allosteric inhibitor of glycogenolysis,TRUE,FALSE,1,"Glycogenolysis is the process of breaking down glycogen into glucose so the body can use it. The allosteric activators of this process are low in energy, like AMP. The allosteric inhibitors of this process are high in energy, like ATP, G6P, and acetyl-CoA. Negative feedback inhibition also assists in controlling the levels.",No,Metabolism,,B503
Biochemistry,ATP is an allosteric activator of glycogenolysis,TRUE,FALSE,2,"Glycogenolysis is the process of breaking down glycogen into glucose so the body can use it. The allosteric activators of this process are low in energy, like AMP. The allosteric inhibitors of this process are high in energy, like ATP, G6P, and acetyl-CoA. Negative feedback inhibition also assists in controlling the levels.",No,Metabolism,,B504
Biochemistry,Malonyl-CoA is an allosteric inhibitor of fatty acid oxidation.,TRUE,FALSE,1,Malonyl-CoA is an inhibitor of fatty acid oxidation through negative feedback inhibition of the product.,No,Metabolism,,B505
Biochemistry,Malonyl-CoA is an allosteric activator of fatty acid oxidation,TRUE,FALSE,2,Malonyl-CoA is an inhibitor of fatty acid oxidation through negative feedback inhibition of the product.,No,Metabolism,,B506
Biochemistry,Methylation of histone tails Increases transcription by allowing the DNA to partially uncoil from the histone core,TRUE,FALSE,1,"Methyl helps to decrease the lysine residues from connecting with the acetyl residues, thus making the DNA partially uncoil from around the histone.",No,Molecular,,B507
Biochemistry,Methylation of histone tails decreases transcription by allowing the DNA to partially uncoil from the histone core,TRUE,FALSE,2,"Methyl helps to decrease the lysine residues from connecting with the acetyl residues, thus making the DNA partially uncoil from around the histone.",No,Molecular,,B508
Biochemistry,Hyperventillation increases blood pH due to excess CO2 exchange,TRUE,FALSE,1,"Based on the blood buffer system, increasing the CO2 exchange will shift the process away from producing acid, therefore increasing the pH.",No,Enzymes,,B509
Biochemistry,Hyperventillation decreases blood pH due to excess CO2 exchange,TRUE,FALSE,2,"Based on the blood buffer system, increasing the CO2 exchange will shift the process away from producing acid, therefore increasing the pH.",No,Enzymes,,B510
Biochemistry,"In SDS-PAGE, the larger proteins are located toward the top.",TRUE,FALSE,1,"In SDS-PAGE, proteins are separated by their size. Larger proteins are not going to move as far while smaller proteins will move further.",No,Lab Techniques,,B511
Biochemistry,"In SDS-PAGE, the larger proteins are located at the bottom of the gel.",TRUE,FALSE,2,"In SDS-PAGE, proteins are separated by their size. Larger proteins are not going to move as far while smaller proteins will move further.",No,Lab Techniques,,B512
Biochemistry,"In SDS-PAGE, the smaller proteins are located at the bottom of the gel.",TRUE,FALSE,1,"In SDS-PAGE, proteins are separated by their size. Larger proteins are not going to move as far while smaller proteins will move further.",No,Lab Techniques,,B513
Biochemistry,"In SDS-PAGE, the smaller proteins are located toward the top of the gel.",TRUE,FALSE,2,"In SDS-PAGE, proteins are separated by their size. Larger proteins are not going to move as far while smaller proteins will move further.",No,Lab Techniques,,B514
Biochemistry,An increase in the concentration of the enzyme causes an increase in the Vmax.,TRUE,FALSE,1,"The equation for Vmax is equivalent to [E]*kcat. If the enzyme concentration were to increases, this means the Vmax must also increase.",No,Enzymes,,B515
Biochemistry,An increase in the concentration of enzyme causes a decrease in the Vmax.,TRUE,FALSE,2,"The equation for Vmax is equivalent to [E]*kcat. If the enzyme concentration were to increases, this means the Vmax must also increase.",No,Enzymes,,B516
Biochemistry,Kcat is an intrinsic property.,TRUE,FALSE,1,"Kcat and Km are both intrinsic properties,  which means that it can only be changed if the enzyme itself is changed.",No,Enzymes,,B517
Biochemistry,Kcat is an extrinsic property,TRUE,FALSE,2,"Kcat and Km are both intrinsic properties,  which means that it can only be changed if the enzyme itself is changed.",No,Enzymes,,B518
Biochemistry,Km is an intrinsic property.,TRUE,FALSE,1,"Kcat and Km are both intrinsic properties,  which means that it can only be changed if the enzyme itself is changed.",No,Enzymes,,B519
Biochemistry,Km is an extrinsic property.,TRUE,FALSE,2,"Kcat and Km are both intrinsic properties,  which means that it can only be changed if the enzyme itself is changed.",No,Enzymes,,B520
Biochemistry,An increased value for the slope on a Lineweaver-Burk plot is indicative of a decrease in catalytic efficiency.,TRUE,FALSE,1,"The Lineweaver-Burk plot is also known as a reciprocal plot, so as the value for the slope increases, the catalytic efficiency decreases.",No,Enzymes,,B521
Biochemistry,An increased value for the slope of a Lineweaver-Burk plot is indicative of an increased catalytic efficiency.,TRUE,FALSE,2,"The Lineweaver-Burk plot is also known as a reciprocal plot, so as the value for the slope increases, the catalytic efficiency decreases.",No,Enzymes,,B522
Biochemistry,A low Km means that enzyme has a high affinity for the substrate.,TRUE,FALSE,1,"Km is a measure of the binding affinity for the enzyme and its substrate. The lower it is, the higher its affinity. The higher it is, the lower its affinity is.",No,Enzymes,,B523
Biochemistry,A low Km means the enzyme has a low affinity for the substrate.,TRUE,FALSE,2,"Km is a measure of the binding affinity for the enzyme and its substrate. The lower it is, the higher its affinity. The higher it is, the lower its affinity is.",No,Enzymes,,B524
Biochemistry,A high Km means the enzyme has a low affinity for the substrate.,TRUE,FALSE,1,"Km is a measure of the binding affinity for the enzyme and its substrate. The lower it is, the higher its affinity. The higher it is, the lower its affinity is.",No,Enzymes,,B525
Biochemistry,A high Km means the enzyme has a high affinity for the substrate.,TRUE,FALSE,2,"Km is a measure of the binding affinity for the enzyme and its substrate. The lower it is, the higher its affinity. The higher it is, the lower its affinity is.",No,Enzymes,,B526
Biochemistry,Vmax is directly proportion to the concentration of enzyme.,TRUE,FALSE,1,"The equation for Vmax is equivalent to [E]*kcat. If the enzyme concentration were to increases, this means the Vmax must also increase.",No,Enzymes,,B527
Biochemistry,"V max is indirectly proportional to the concentration of enzyme,.",TRUE,FALSE,2,"The equation for Vmax is equivalent to [E]*kcat. If the enzyme concentration were to increases, this means the Vmax must also increase.",No,Enzymes,,B528
Biochemistry,Non-reducing sugars have acetal groups.,TRUE,FALSE,1,Non-reducing sugars can have acetal or ketal groups at the anomeric carbon. Reducing sugars can have either hemiacetal or hemiketal groups at the anomeric carbon.,No,Carbohydrates and Lipids,,B529
Biochemistry,Non-reducing sugars have ketal groups.,TRUE,FALSE,1,Non-reducing sugars can have acetal or ketal groups at the anomeric carbon. Reducing sugars can have either hemiacetal or hemiketal groups at the anomeric carbon.,No,Carbohydrates and Lipids,,B530
Biochemistry,Non-reducing sugars have hemiacetal groups at the anomeric carbon.,TRUE,FALSE,2,Non-reducing sugars can have acetal or ketal groups at the anomeric carbon. Reducing sugars can have either hemiacetal or hemiketal groups at the anomeric carbon.,No,Carbohydrates and Lipids,,B531
Biochemistry,Non-reducing sugars have hemiketal groups at their anomeric carbons.,TRUE,FALSE,2,Non-reducing sugars can have acetal or ketal groups at the anomeric carbon. Reducing sugars can have either hemiacetal or hemiketal groups at the anomeric carbon.,No,Carbohydrates and Lipids,,B532
Biochemistry,Reducing sugars have hemiacetal configurations at their anomeric carbons.,TRUE,FALSE,1,Non-reducing sugars can have acetal or ketal groups at the anomeric carbon. Reducing sugars can have either hemiacetal or hemiketal groups at the anomeric carbon.,No,Carbohydrates and Lipids,,B533
Biochemistry,Reducing sugars have hemiketal configurations at their anomeric carbon.,TRUE,FALSE,1,Non-reducing sugars can have acetal or ketal groups at the anomeric carbon. Reducing sugars can have either hemiacetal or hemiketal groups at the anomeric carbon.,No,Carbohydrates and Lipids,,B534
Biochemistry,Reducing sugars have acetal groups at their anomeric carbon.,TRUE,FALSE,2,Non-reducing sugars can have acetal or ketal groups at the anomeric carbon. Reducing sugars can have either hemiacetal or hemiketal groups at the anomeric carbon.,No,Carbohydrates and Lipids,,B535
Biochemistry,Reducing sugars have ketal groups at their anomeric carbons.,TRUE,FALSE,2,Non-reducing sugars can have acetal or ketal groups at the anomeric carbon. Reducing sugars can have either hemiacetal or hemiketal groups at the anomeric carbon.,No,Carbohydrates and Lipids,,B536
Biochemistry,Reducing sugars have a free anomeric carbon.,TRUE,FALSE,1,Reducing sugars have a free anomeric carbon while non-reducing do not. The free carbon allows them to reduce other molecules.,No,Carbohydrates and Lipids,,B537
Biochemistry,Reducing sugars have an anomeric carbon that is not free.,TRUE,FALSE,2,Reducing sugars have a free anomeric carbon while non-reducing do not. The free carbon allows them to reduce other molecules.,No,Carbohydrates and Lipids,,B538
